Topic-1,Topic-2,Topic-3,Topic-4,Topic-5,Topic-6,Topic-7,Topic-8,Topic-9,Topic-10
"(48, 0.2905103197565624)","(491, 0.28520409186830054)","(263, 0.21904894919661924)","(245, 0.20674942749937117)","(491, 0.21347249549581132)","(216, 0.1284889282990169)","(19, 0.21416371398660738)","(263, 0.25198634286921406)","(521, 0.22293558825541732)","(521, 0.2014276405311167)"
"(245, 0.2702080599968571)","(245, 0.2818059094284546)","(521, 0.21572062731390793)","(521, 0.20562797417003667)","(488, 0.17525490042399214)","(491, 0.12605206114786527)","(245, 0.2137648359304555)","(285, 0.23807389941491003)","(548, 0.20576345888527264)","(52, 0.19736825982979292)"
"(521, 0.2687533155686741)","(250, 0.2800051144449873)","(245, 0.21547801381332068)","(233, 0.1956112241645325)","(51, 0.17182052622104055)","(521, 0.11976833260325498)","(534, 0.20855052088751114)","(491, 0.2341339506635998)","(528, 0.20363922084670968)","(497, 0.19117186629212127)"
"(250, 0.26489118630384934)","(521, 0.27103018291898157)","(233, 0.20395985304977865)","(293, 0.19448438349902675)","(524, 0.17105593093040808)","(285, 0.11870442731711327)","(499, 0.20786076018132527)","(521, 0.23030355170453357)","(524, 0.19565920222138772)","(495, 0.18439352524675762)"
"(285, 0.26338081412035735)","(285, 0.2675946746080156)","(247, 0.20300698064210365)","(285, 0.19221625004891904)","(496, 0.1672787249624046)","(25, 0.11720901297227174)","(506, 0.2065548340041008)","(250, 0.21894656301133386)","(497, 0.1945245443234341)","(534, 0.18243429651028717)"
"(491, 0.2575028859024041)","(263, 0.2673602388252738)","(285, 0.20292515817408838)","(271, 0.19158011926432275)","(502, 0.16660523267221042)","(117, 0.1169546905626057)","(18, 0.20642307761850448)","(245, 0.21404215248486405)","(14, 0.1930629303119066)","(496, 0.1815481309032546)"
"(296, 0.2573504968317155)","(296, 0.25562687773895876)","(293, 0.20150793070843623)","(48, 0.1898797851441565)","(495, 0.16651109917308343)","(90, 0.11491904875979558)","(487, 0.2017447056562339)","(271, 0.2104908425030551)","(491, 0.19132721492494928)","(585, 0.18094918353001094)"
"(263, 0.25545546567179944)","(233, 0.25432638861245094)","(98, 0.20042925292964336)","(267, 0.18626856244373016)","(509, 0.1656365666630036)","(240, 0.1147923998949174)","(250, 0.19878193742449135)","(233, 0.20998234755029546)","(529, 0.19098551060571478)","(487, 0.18083720148533147)"
"(233, 0.2513937644117998)","(216, 0.2502628383692456)","(271, 0.19961488204778313)","(674, 0.18621401803258722)","(501, 0.16509666462349412)","(245, 0.11321581073545343)","(521, 0.19870348017904543)","(216, 0.20656839038921446)","(285, 0.18928464038832768)","(506, 0.1803772327235726)"
"(271, 0.24730408929861494)","(253, 0.2487719484629577)","(491, 0.19628716832274196)","(491, 0.18537335066139723)","(519, 0.16286958011770555)","(293, 0.11264842762954864)","(522, 0.1985573002386202)","(296, 0.20626690411367063)","(520, 0.1887443067695383)","(494, 0.17756538140942385)"
"(253, 0.24325560762203546)","(271, 0.2468878076812241)","(267, 0.19277345545724583)","(253, 0.18440143828552885)","(5, 0.15383301650262005)","(305, 0.11121522648939233)","(529, 0.196563713381153)","(208, 0.2043344116584184)","(52, 0.18585387315659693)","(323, 0.1770509113734656)"
"(293, 0.23562692288443965)","(293, 0.2460296107291748)","(253, 0.19143254754877992)","(250, 0.18150338615663747)","(511, 0.15350117037829042)","(503, 0.11073863024021545)","(502, 0.1924297719081655)","(224, 0.20042352925107687)","(142, 0.1855697866903371)","(322, 0.17621806889313588)"
"(216, 0.2296501191375631)","(200, 0.2321502569511489)","(250, 0.19137637166229524)","(192, 0.1810436989578369)","(493, 0.15282765065608217)","(250, 0.11030031555499034)","(524, 0.19143908672204155)","(272, 0.19926193217920504)","(534, 0.1842324966582334)","(623, 0.17028598649870594)"
"(486, 0.22858431971205667)","(267, 0.22995616825712054)","(192, 0.1864211709064057)","(240, 0.17862541377175842)","(543, 0.1521335428133881)","(322, 0.10987337291129365)","(501, 0.19102826915200935)","(200, 0.19470997100993576)","(300, 0.1804875598025893)","(524, 0.16943948238182832)"
"(200, 0.22609863141476416)","(272, 0.2234241397097423)","(240, 0.18532198199838706)","(243, 0.17599393647374412)","(542, 0.15187925231150068)","(233, 0.10944216572268346)","(493, 0.19095638367363463)","(256, 0.1901329008629473)","(533, 0.17983770108140187)","(517, 0.1638616996221557)"
"(267, 0.22383375872390618)","(220, 0.2204100912219763)","(296, 0.1821984985673096)","(300, 0.17485759363283618)","(541, 0.15181926434394877)","(52, 0.10636320506604527)","(523, 0.188545283343605)","(253, 0.18992531419596712)","(493, 0.17763857792757926)","(520, 0.16258716020058991)"
"(240, 0.22078782595952368)","(26, 0.2164095934740073)","(216, 0.18074461973221656)","(247, 0.17432681625245053)","(540, 0.15151080955168258)","(253, 0.10630577634033585)","(491, 0.1876478201774353)","(220, 0.18934792283978227)","(296, 0.1766193185578665)","(47, 0.16205173117096897)"
"(503, 0.20977487434380837)","(486, 0.21452950377529126)","(204, 0.1794079654434361)","(640, 0.17420334438157611)","(539, 0.15138961095695644)","(272, 0.10542834603416622)","(480, 0.18687580120736436)","(293, 0.18664900215435978)","(78, 0.17620485814140743)","(605, 0.16112211376996494)"
"(25, 0.2092782900588653)","(23, 0.21409887755804752)","(243, 0.1783273322833962)","(74, 0.1738779249497544)","(54, 0.15124496749027358)","(224, 0.1051937321754724)","(52, 0.18585387352661056)","(248, 0.18595976918710452)","(502, 0.17615672261780932)","(609, 0.1597468765272922)"
"(26, 0.2082279027283797)","(25, 0.21161281540360508)","(640, 0.17798619310732086)","(648, 0.17358528074446097)","(547, 0.15121381065792378)","(95, 0.10497498551657024)","(253, 0.18510784791531248)","(240, 0.18432584305084207)","(518, 0.1760735598876084)","(624, 0.15956486969343506)"
"(272, 0.20395206030243793)","(256, 0.21115915425941384)","(28, 0.1776026940993892)","(577, 0.17259133981033814)","(250, 0.1503330019295577)","(9, 0.1047943847832424)","(518, 0.17993307013980894)","(267, 0.18401831210360556)","(501, 0.17524689530292156)","(503, 0.1593856016934284)"
"(420, 0.20311620280273698)","(276, 0.20945947184652566)","(300, 0.17707046697156015)","(28, 0.17258831298317923)","(55, 0.14963121244876113)","(271, 0.10397726443897697)","(5, 0.1789429488367352)","(276, 0.1832106895194339)","(250, 0.17329611215414814)","(528, 0.15755191155281661)"
"(220, 0.2031031517332912)","(240, 0.2091357702373163)","(503, 0.1767468889848338)","(296, 0.17252512008217152)","(518, 0.14722800717229823)","(296, 0.1035395682303762)","(533, 0.17831935779133987)","(503, 0.1811819197447638)","(506, 0.17251512939443306)","(523, 0.15734737494410017)"
"(248, 0.20281172910956055)","(52, 0.2086696541067463)","(25, 0.1766865416207284)","(263, 0.1716489623951159)","(492, 0.1469139816797669)","(267, 0.10310135190907185)","(519, 0.1767480663291086)","(142, 0.18041884397185332)","(253, 0.17099571354485807)","(61, 0.15704506188507705)"
"(28, 0.20219011786817281)","(248, 0.20865363476101353)","(26, 0.17623920387098216)","(216, 0.17136133806860054)","(523, 0.14511567298525085)","(440, 0.10264177521899633)","(181, 0.17614351687009555)","(190, 0.18033156475533563)","(499, 0.1709705353249656)","(555, 0.15647033127474916)"
"(287, 0.20059353575044445)","(503, 0.2080768145593168)","(487, 0.17509973654086491)","(503, 0.17020122274962016)","(529, 0.14478938564659274)","(263, 0.10211603980857294)","(495, 0.17274073306022103)","(486, 0.17895858714505802)","(17, 0.17008650533820777)","(581, 0.15558792621965162)"
"(433, 0.20011992904061446)","(287, 0.2077316873278642)","(270, 0.17362102710803287)","(487, 0.17019420179408662)","(482, 0.14459623586527776)","(83, 0.10183301550997892)","(142, 0.17218172625446904)","(615, 0.17761618293257708)","(15, 0.1700634126269939)","(307, 0.1555066525071376)"
"(434, 0.20002420022292122)","(19, 0.20287633059686042)","(244, 0.17233411420055614)","(26, 0.17010228016321036)","(533, 0.1443789068627594)","(248, 0.10123426211312037)","(175, 0.1721269160652455)","(287, 0.1766597006431724)","(194, 0.16984096614571698)","(549, 0.1549091943715017)"
"(276, 0.19784692169019633)","(18, 0.20041715988674658)","(200, 0.17175279352632836)","(25, 0.1696104414974917)","(296, 0.14288251100127639)","(294, 0.1002046361457756)","(497, 0.17203847482000897)","(98, 0.17475673822914106)","(294, 0.16967535453368038)","(518, 0.15379449116105653)"
"(256, 0.19751443074655822)","(208, 0.19890083126083996)","(18, 0.17172885449739322)","(270, 0.1677057127570401)","(537, 0.14184605850843282)","(92, 0.10003718750936279)","(496, 0.17171664988642404)","(25, 0.17460205224662725)","(537, 0.16892546315585752)","(491, 0.1537453709191838)"
"(23, 0.196959609190383)","(224, 0.19863164287732266)","(155, 0.1703686942262087)","(101, 0.16689923608961194)","(520, 0.14128424992489128)","(8, 0.09941008201456776)","(498, 0.17138399456230827)","(52, 0.1745073321113454)","(498, 0.16786044217088097)","(5, 0.15349775349770314)"
"(270, 0.19411193971134036)","(142, 0.196312075481645)","(101, 0.1696504319598777)","(506, 0.1663139256441864)","(481, 0.14048652972771242)","(276, 0.09864198053209965)","(494, 0.17083592096608308)","(196, 0.1743529395966176)","(25, 0.16716805911489355)","(510, 0.15295195727975847)"
"(487, 0.19350829860837787)","(48, 0.19479440885636287)","(506, 0.16963447344086144)","(155, 0.16464050254682353)","(498, 0.1391493679408835)","(287, 0.09847691518144273)","(296, 0.16956662416300733)","(90, 0.17147490113403538)","(101, 0.16689922091483086)","(480, 0.152363320047552)"
"(305, 0.1926273969955975)","(268, 0.19162404494986024)","(248, 0.1692510741506957)","(522, 0.16462642328611296)","(485, 0.13913227758473987)","(37, 0.0981833620287512)","(190, 0.16874627589036117)","(9, 0.171332803444323)","(18, 0.16633539908365588)","(320, 0.15078440175646873)"
"(208, 0.19169256458199627)","(487, 0.18991813260899582)","(121, 0.16881842280304685)","(170, 0.16393691499374327)","(490, 0.13760605923998978)","(323, 0.0981564849069773)","(178, 0.16813740267275892)","(305, 0.1707056758038943)","(487, 0.16601691485810813)","(505, 0.1507314868652526)"
"(440, 0.19105442972683867)","(28, 0.18828007240330763)","(287, 0.1683194042760861)","(66, 0.16309456831351207)","(253, 0.1372709481870691)","(330, 0.0979153378068306)","(640, 0.16699297611105235)","(23, 0.17067703127704845)","(305, 0.16582249442639158)","(429, 0.1507200215560015)"
"(192, 0.1901964121696424)","(190, 0.18776315693108478)","(522, 0.16731186345670324)","(248, 0.16284484635712776)","(497, 0.1359834307170442)","(86, 0.09754387029964846)","(216, 0.1668994015401443)","(92, 0.17036151530676902)","(55, 0.16510119288421066)","(615, 0.15038059579048496)"
"(390, 0.18720985083079483)","(9, 0.18711518383234027)","(224, 0.16647389112783667)","(78, 0.16212022389602973)","(559, 0.1355276666064819)","(26, 0.09553647884303346)","(101, 0.16689922126782378)","(192, 0.16993701093351554)","(420, 0.16465287004596413)","(554, 0.15028652606604334)"
"(399, 0.1871799417951891)","(192, 0.18665949970553725)","(438, 0.1664334973825636)","(652, 0.16210362314883645)","(256, 0.13510488943499752)","(116, 0.09552707741916226)","(17, 0.16560919700205018)","(637, 0.16819791989099378)","(522, 0.16438895788152605)","(216, 0.14921564616027969)"
"(98, 0.18668197499884012)","(305, 0.1862168459005583)","(130, 0.16604597575198926)","(200, 0.16203657717799036)","(521, 0.1336286621363871)","(109, 0.09445129306439659)","(293, 0.1655655039749558)","(197, 0.1677772460472105)","(541, 0.16394374176817816)","(245, 0.1490074237370086)"
"(52, 0.18659518587240181)","(294, 0.18392359704076772)","(433, 0.16600227908033804)","(287, 0.1619701366136546)","(92, 0.13350032358057992)","(200, 0.09404595364816642)","(535, 0.16538467916144858)","(621, 0.1661351562492817)","(543, 0.1639406912616176)","(95, 0.14874225819814574)"
"(268, 0.1851956527581052)","(523, 0.18151265809581116)","(434, 0.16572613053670973)","(494, 0.16176773393785973)","(107, 0.1329960862233192)","(28, 0.09391776847402329)","(520, 0.16462067193464816)","(417, 0.1657051742989784)","(54, 0.16386418391262741)","(548, 0.1482538593188179)"
"(142, 0.1851558536691243)","(92, 0.18045263821877536)","(523, 0.16567130835079477)","(433, 0.161150850789419)","(499, 0.12962735150742194)","(640, 0.09352891702588027)","(536, 0.16401503789369704)","(155, 0.1642077497381802)","(540, 0.1638178961047399)","(516, 0.14797609008562562)"
"(331, 0.18374288603842856)","(270, 0.17861513569274234)","(677, 0.16520193007549708)","(47, 0.16105723746810036)","(472, 0.12833231502500708)","(220, 0.09236366209781306)","(173, 0.16321951182372266)","(677, 0.16347465964816316)","(542, 0.16379224552292682)","(302, 0.14783253317733422)"
"(475, 0.18346171337371445)","(155, 0.177205521292711)","(170, 0.16504923504605243)","(434, 0.16088110637597647)","(534, 0.127622251463845)","(23, 0.09217281581314235)","(528, 0.16318385458224113)","(18, 0.16136028951212678)","(47, 0.16330842049818856)","(633, 0.1475374102959428)"
"(313, 0.18327840460827652)","(90, 0.17650400472949876)","(47, 0.16490556866141506)","(523, 0.1606863051199519)","(508, 0.12737725208051237)","(549, 0.0919257832999697)","(168, 0.16317131304683466)","(508, 0.16088609302829898)","(519, 0.1631895171826384)","(563, 0.14730934806646706)"
"(114, 0.18235175214622604)","(640, 0.17628839729562865)","(499, 0.16450713834971753)","(234, 0.16060749176927225)","(545, 0.12712369054298167)","(169, 0.09137351152620993)","(581, 0.1626820360198982)","(270, 0.16031903129430938)","(173, 0.162931477716662)","(648, 0.14702189509750085)"
"(155, 0.1822165814649372)","(194, 0.1755154887323378)","(494, 0.164274646840792)","(481, 0.16058728121885843)","(546, 0.1271082041274387)","(112, 0.09136773833697791)","(300, 0.16246523282530273)","(207, 0.16028250429408128)","(304, 0.16281273829224444)","(608, 0.14632851149992637)"
"(247, 0.18161487575610055)","(677, 0.17549587877006362)","(500, 0.16426533136633029)","(279, 0.1603245950910855)","(535, 0.1270624577073261)","(85, 0.0905312372862165)","(509, 0.162342536402423)","(652, 0.16007373781839707)","(275, 0.16274116945137374)","(537, 0.14623349258495852)"
"(190, 0.1777203027928091)","(420, 0.1745342735270788)","(481, 0.16416486167873393)","(500, 0.16022852506680846)","(480, 0.12676187265255873)","(151, 0.0905004808946211)","(548, 0.16220861803826644)","(28, 0.16001152803377316)","(224, 0.16261673537914562)","(507, 0.1458424916959643)"
"(224, 0.17755466659185598)","(417, 0.17417610889898166)","(294, 0.16415261344708088)","(666, 0.15994491434982214)","(536, 0.12647017106717598)","(87, 0.0903390690243603)","(194, 0.16168174861840537)","(26, 0.15981801833367312)","(155, 0.16183611915150195)","(504, 0.1455522106118292)"
"(31, 0.17716371177876136)","(17, 0.17380671668167344)","(279, 0.1637523744865229)","(677, 0.15947076318887163)","(506, 0.12597262740707144)","(417, 0.09015089709462863)","(189, 0.16070958654344303)","(420, 0.1593240700161407)","(531, 0.16131109315626188)","(6, 0.14554356593769863)"
"(294, 0.1770380199564593)","(215, 0.17230779912115066)","(420, 0.1630884496608657)","(480, 0.15932596500735444)","(271, 0.12519195594861707)","(167, 0.08962219210028108)","(583, 0.16016735128966342)","(500, 0.1588131484036657)","(433, 0.16122337921304175)","(634, 0.1451070865906455)"
"(523, 0.1766548475411443)","(506, 0.17197406319551653)","(674, 0.16263701394665195)","(634, 0.15893881628330264)","(528, 0.12511213022454828)","(145, 0.08907060921360471)","(53, 0.15857021183443318)","(15, 0.15847276813213873)","(530, 0.16101674693818388)","(92, 0.14509128992347578)"
"(330, 0.17571985455866126)","(549, 0.17194696581478827)","(480, 0.1623621947033117)","(294, 0.15893189902095844)","(87, 0.12462405462467402)","(256, 0.088638091345995)","(517, 0.15676635216559925)","(523, 0.15840970744700508)","(623, 0.16061544525907764)","(490, 0.14500815078153975)"
"(485, 0.17483634768931017)","(534, 0.170501186629848)","(304, 0.16176827172061667)","(304, 0.1586454453730903)","(83, 0.12434953956961788)","(328, 0.08854536672630815)","(547, 0.15638364330538368)","(473, 0.1572259730360228)","(434, 0.1603340661104937)","(583, 0.14483248914310543)"
"(19, 0.1740942160839321)","(201, 0.1698810193826899)","(234, 0.16171100613728967)","(175, 0.1586436109084828)","(285, 0.12355805613447335)","(155, 0.08836705798501274)","(481, 0.15628946582655034)","(462, 0.15664186118556522)","(318, 0.160208708457097)","(561, 0.14471632272406737)"
"(677, 0.17396065860953694)","(176, 0.16941513111605347)","(175, 0.1613058092202865)","(224, 0.15851829570256745)","(85, 0.12330341914632793)","(206, 0.08806732424084109)","(183, 0.15573240766494292)","(294, 0.15616907720007883)","(480, 0.15881253466820913)","(321, 0.14450597559173659)"
"(417, 0.17373987976547015)","(440, 0.16924806404428905)","(399, 0.16072317869816968)","(554, 0.15829795735329888)","(95, 0.12322928571080434)","(79, 0.08708814060566207)","(417, 0.15560815584680704)","(554, 0.15596055702152276)","(267, 0.15793939570784357)","(522, 0.14415909877577332)"
"(41, 0.17347132387750905)","(206, 0.16913446766740772)","(508, 0.16068170819216682)","(663, 0.15826940087386382)","(473, 0.12258978825682461)","(187, 0.08704318603132323)","(267, 0.1552622847034781)","(191, 0.15572828856634535)","(564, 0.1575266746486514)","(452, 0.14375892013594796)"
"(243, 0.17299518038279202)","(499, 0.16804822130024258)","(207, 0.15995059278784488)","(626, 0.1575485017897741)","(267, 0.12152220994876514)","(64, 0.08558831768849219)","(188, 0.1541346187644599)","(247, 0.15540918538129464)","(539, 0.15739401491837254)","(142, 0.14370409258921849)"
"(303, 0.1729131678565134)","(481, 0.16774854523483781)","(276, 0.1599470178362244)","(168, 0.15747625298731568)","(576, 0.1209384630287183)","(22, 0.08549487743072712)","(233, 0.15412264003064233)","(97, 0.15415227156571515)","(674, 0.1573887112611077)","(603, 0.1434367667823569)"
"(277, 0.17259882204826468)","(191, 0.16651581496756784)","(9, 0.15991509743982482)","(508, 0.15717132099071332)","(476, 0.12027009436619263)","(158, 0.08547436171274041)","(516, 0.15397938118388899)","(520, 0.1535683297383443)","(558, 0.15710459478740865)","(486, 0.14338063321872602)"
"(322, 0.17104832077466495)","(181, 0.1660910989741455)","(168, 0.1595994844320917)","(420, 0.15714330944938495)","(263, 0.11992454912299735)","(18, 0.08545823823409399)","(191, 0.15385181234035572)","(57, 0.15339449637211253)","(517, 0.156766351603826)","(475, 0.14248815221293756)"
"(481, 0.16959186807773022)","(529, 0.16562726733247432)","(473, 0.15859543326320705)","(399, 0.15708163540209377)","(49, 0.11961795245098453)","(194, 0.08497771442866889)","(48, 0.1538121974821054)","(19, 0.15259823739051534)","(183, 0.15671069491680872)","(493, 0.14231941188672328)"
"(406, 0.1690808054786849)","(57, 0.16556721678651853)","(435, 0.1583173972523788)","(661, 0.15623357502973903)","(470, 0.11956531390083373)","(486, 0.08421399425360106)","(51, 0.1533277541002433)","(441, 0.15244593651200256)","(159, 0.15648615039858)","(595, 0.14198513150690087)"
"(122, 0.16894453592457523)","(433, 0.16529726891409396)","(151, 0.15783078773821113)","(629, 0.15609142250641478)","(52, 0.11891953159153464)","(165, 0.0838369390685629)","(170, 0.15326627011176394)","(452, 0.15176248617705665)","(169, 0.15629556273232417)","(502, 0.14193454642704742)"
"(452, 0.16861669861156814)","(277, 0.1652320532940923)","(313, 0.15758082979858634)","(643, 0.1555736949311496)","(297, 0.11879235522961265)","(268, 0.08382731266463823)","(268, 0.1532058181606248)","(302, 0.15161042213181994)","(523, 0.1561156954839617)","(263, 0.14183455323586985)"
"(549, 0.1683332453369238)","(434, 0.164968530058606)","(272, 0.15741243520609563)","(657, 0.1547583603865721)","(17, 0.11865733440395776)","(159, 0.08368517098758686)","(503, 0.15303953381098712)","(158, 0.1516074553695182)","(272, 0.15601440144806725)","(637, 0.14177266303813038)"
"(640, 0.16751272939125422)","(522, 0.16490242056766172)","(48, 0.15684351778944963)","(651, 0.15475413267958754)","(272, 0.1183354898100711)","(163, 0.08360404156974441)","(505, 0.15230838809152766)","(83, 0.15156368002590112)","(200, 0.15592493542271468)","(598, 0.14174021237835058)"
"(18, 0.167059295284094)","(121, 0.1645409213379585)","(457, 0.15670816940946147)","(621, 0.1546576356607151)","(26, 0.11787022116758696)","(81, 0.0832317835604474)","(14, 0.15212915091613946)","(17, 0.15100728932796448)","(417, 0.15469917463035304)","(501, 0.14161358387725176)"
"(9, 0.16656989656009366)","(452, 0.16435739154050116)","(14, 0.1565547482459249)","(76, 0.1541932064743257)","(279, 0.11744373029249768)","(420, 0.08298611025381125)","(9, 0.15196198510564604)","(632, 0.1509778197726745)","(245, 0.15464600278006954)","(529, 0.14146433334520025)"
"(279, 0.1657442529269106)","(297, 0.1640885438280856)","(529, 0.15653768580912145)","(313, 0.15414729824861728)","(466, 0.11737638162346047)","(433, 0.08174758648100906)","(558, 0.15183822159415264)","(8, 0.15086096245979397)","(554, 0.15408440765384016)","(457, 0.14103920666775255)"
"(401, 0.1654453975667554)","(175, 0.1638654177759513)","(19, 0.15647361260022205)","(317, 0.1539428532799356)","(522, 0.11624081751720095)","(434, 0.08162129238558076)","(285, 0.150790342741315)","(475, 0.15080987524108352)","(516, 0.15397938027093258)","(572, 0.1409786286875593)"
"(473, 0.16515595128002167)","(162, 0.1636578619497797)","(317, 0.15576965773934418)","(204, 0.15377103163069536)","(531, 0.11598772776607406)","(277, 0.08111620832794568)","(263, 0.15068522161470138)","(203, 0.15062412730114996)","(48, 0.15381219280065872)","(465, 0.14082645200614216)"
"(318, 0.16494790170198326)","(473, 0.16351846646971546)","(268, 0.1538296465859927)","(457, 0.15344296626943718)","(530, 0.11585622753508344)","(416, 0.0810839463513221)","(98, 0.1489846724283999)","(631, 0.15059641345390107)","(503, 0.15303953227119646)","(591, 0.14016529239589653)"
"(386, 0.16468324240826412)","(95, 0.163309004796618)","(452, 0.15365376342291073)","(664, 0.15312487230986574)","(45, 0.11458506256221064)","(331, 0.08074333790214279)","(49, 0.14836172754584637)","(609, 0.1501228608604619)","(44, 0.15243845535303782)","(428, 0.14004324822650355)"
"(307, 0.16466972869279534)","(15, 0.16330432260940114)","(577, 0.1529336487578787)","(529, 0.15306818299324884)","(452, 0.11426629709473261)","(415, 0.08068931559769711)","(192, 0.1483469172965354)","(640, 0.14980669943840363)","(439, 0.15234618903994104)","(285, 0.14000502214394767)"
"(480, 0.1646589253254752)","(300, 0.16296953406372006)","(142, 0.1528118884024368)","(276, 0.15286932421184646)","(57, 0.1141081318692615)","(428, 0.08040189813765189)","(549, 0.1481889187984142)","(643, 0.1497689776763029)","(505, 0.152308387264674)","(592, 0.13990913243338518)"
"(438, 0.16450652927270853)","(475, 0.1627655683980138)","(90, 0.15260711981896677)","(662, 0.1528109028873374)","(417, 0.11399782127236019)","(234, 0.08033617280792012)","(176, 0.14776510394640463)","(485, 0.14970117348594217)","(9, 0.15196197736123895)","(306, 0.13985453488110539)"
"(121, 0.16423205258377677)","(196, 0.1614208945863652)","(549, 0.15255063961973955)","(70, 0.1525182948580984)","(179, 0.11305365495231266)","(153, 0.08021883050609431)","(272, 0.1469897341587737)","(162, 0.149536465711275)","(508, 0.15194225266957584)","(560, 0.13984433331380844)"
"(201, 0.1641712035440422)","(488, 0.16128046948723304)","(427, 0.15210283921993734)","(97, 0.1525161401582517)","(47, 0.11290877432570551)","(563, 0.0801867146354895)","(271, 0.14672532343027983)","(440, 0.1495327896331379)","(279, 0.15170649094600494)","(200, 0.139732270426266)"
"(476, 0.1638274790028105)","(247, 0.1612090463947475)","(328, 0.151904139147056)","(6, 0.152233726629965)","(48, 0.11279457111575905)","(303, 0.0796840799298324)","(504, 0.14630868690064483)","(606, 0.1489073873731102)","(5, 0.15097759272708164)","(607, 0.13944498544289058)"
"(301, 0.1636727234305428)","(279, 0.16109396103147225)","(95, 0.1515255583132035)","(9, 0.15196202849042809)","(487, 0.11276201304143631)","(554, 0.07912451293470601)","(510, 0.1461715110602366)","(666, 0.14855099021657187)","(495, 0.15085112302803885)","(462, 0.1394176928418815)"
"(206, 0.16367017445328363)","(519, 0.1608813291641436)","(295, 0.15144930372672105)","(637, 0.1515242815928533)","(615, 0.11253800275547568)","(141, 0.07888447139572831)","(585, 0.1456926420141047)","(565, 0.1484466778511595)","(19, 0.15054655321115734)","(48, 0.13931457807866343)"
"(397, 0.1636235477976972)","(485, 0.16067652684194128)","(425, 0.15120379054458044)","(595, 0.1506211797914339)","(53, 0.11219946524319878)","(98, 0.07864136521694631)","(95, 0.14530171287703825)","(132, 0.14839600786788051)","(145, 0.1501536733969653)","(460, 0.1392910058909674)"
"(101, 0.1633909524343567)","(197, 0.16057424465425016)","(74, 0.15117038298655838)","(19, 0.15054658226042128)","(439, 0.11134442950115334)","(161, 0.0783676897863134)","(8, 0.14506388551965846)","(165, 0.14828648364347802)","(26, 0.15000912389757048)","(546, 0.13925387336756645)"
"(522, 0.1632458956214044)","(480, 0.16027676839069468)","(648, 0.1510315616448131)","(624, 0.15028069681860262)","(96, 0.11126884264812421)","(48, 0.07794477420290709)","(90, 0.1450050731149649)","(539, 0.14814933951543877)","(572, 0.14997941920831004)","(545, 0.13921320083294206)"
"(478, 0.1629953343397431)","(14, 0.16025795436030743)","(23, 0.1508712397212882)","(633, 0.1501003896270753)","(44, 0.11113400488880361)","(14, 0.07788595715765326)","(537, 0.14498005191984797)","(598, 0.14809808225117965)","(271, 0.14972666445113528)","(45, 0.13798331008668932)"
"(323, 0.16278468617242256)","(615, 0.16024516477728237)","(92, 0.1507954259143819)","(583, 0.1498761596157247)","(248, 0.11089178916698465)","(190, 0.07784932404788067)","(486, 0.14492111984728992)","(516, 0.14808025229312524)","(496, 0.14922489738881511)","(651, 0.13794859029462203)"
"(529, 0.1624668038674033)","(8, 0.1600215915695736)","(8, 0.15059516976022866)","(592, 0.14968277894879625)","(90, 0.1108847705797685)","(181, 0.07780375733087753)","(492, 0.14474025011152641)","(534, 0.14774840037700857)","(98, 0.14898467565526727)","(631, 0.13754117970190716)"
"(385, 0.16161341277049346)","(502, 0.15991449961965512)","(654, 0.15004230260827583)","(609, 0.1495988345704899)","(475, 0.11076417380256699)","(572, 0.07769758454281545)","(297, 0.1429679150256509)","(595, 0.14764148064283578)","(141, 0.14898193318353298)","(215, 0.13752884149459169)"
"(392, 0.16161014540470015)","(243, 0.15926354082369304)","(275, 0.15001272941259183)","(62, 0.14919051688804313)","(300, 0.11072247042678968)","(142, 0.07749460171058897)","(26, 0.14289746317490498)","(61, 0.14761851552780558)","(270, 0.14869308454930197)","(568, 0.13745746011644916)"
"(92, 0.16131978285782825)","(330, 0.15882175629491013)","(277, 0.14919979618834917)","(98, 0.14898470143014625)","(78, 0.11059308398921702)","(16, 0.07748154104170872)","(92, 0.14287725560185904)","(66, 0.14754264775309756)","(642, 0.1486696294871315)","(606, 0.13708066069170638)"
"(398, 0.16119936166179002)","(501, 0.15866666288591336)","(318, 0.14881806904589107)","(268, 0.14884084465245184)","(589, 0.11023134808257849)","(399, 0.07741642728315458)","(426, 0.14244271581702053)","(194, 0.14697307039290614)","(637, 0.14840182475835054)","(632, 0.13704076902720458)"
"(416, 0.16078106190407326)","(163, 0.15809122636402737)","(24, 0.14855779178066095)","(272, 0.14880542863804894)","(441, 0.11016711393877918)","(324, 0.07736012573955929)","(162, 0.14215811587820953)","(268, 0.1469461796064313)","(192, 0.14834691507394276)","(498, 0.13689225419242632)"
"(24, 0.1606990689196799)","(637, 0.15790425387404208)","(297, 0.1485196639913393)","(615, 0.1487652314780189)","(163, 0.10987046635488787)","(426, 0.07722152701297394)","(57, 0.14195079472172342)","(277, 0.14672386614954677)","(549, 0.14818891790919594)","(544, 0.13675536884686973)"
"(534, 0.15992643955894778)","(21, 0.15785390101953176)","(510, 0.14833696764118548)","(656, 0.14817748439046566)","(465, 0.10983473960829065)","(435, 0.0770836936512886)","(215, 0.14182366251075398)","(624, 0.14669730868624092)","(509, 0.1481119365479351)","(470, 0.13637183559370492)"
